human,mouse,DB
NA,Folh1,Jax
NA,Foxb2,Jax
NA,Foxe3,Jax
NA,Foxn3,Jax
NA,Foxp1,Jax
NA,Foxp2,Jax
NA,Fpr-rs3,Jax
NA,Fpr-rs4,Jax
NA,Fpr-rs6,Jax
NA,Fscb,Jax
NA,Fthl17-ps1,Jax
NA,Fthl17a,Jax
NA,Fthl17b,Jax
NA,Fthl17c,Jax
NA,Fthl17d,Jax
NA,Fthl17e,Jax
NA,Fthl17f,Jax
NA,Fus,Jax
NA,Gcg,Jax
NA,Ggnbp1,Jax
NA,Ggta1,Jax
NA,Gimap9,Jax
NA,Gja6,Jax
NA,Gje1,Jax
NA,Gk,Jax
NA,Gkn3,Jax
NA,Glt28d2,Jax
NA,Glycam1,Jax
NA,Gm10015,Jax
NA,Gm10029,Jax
NA,Gm10044,Jax
NA,Gm10045,Jax
NA,Gm10051,Jax
NA,Gm10057,Jax
NA,Gm10058,Jax
NA,Gm10096,Jax
NA,Gm10145,Jax
NA,Gm10147,Jax
NA,Gm10157,Jax
NA,Gm10193,Jax
NA,Gm10220,Jax
NA,Gm10224,Jax
NA,Gm10230,Jax
NA,Gm10256,Jax
NA,Gm10257,Jax
NA,Gm10264,Jax
NA,Gm10267,Jax
NA,Gm10302,Jax
NA,Gm10334,Jax
NA,Gm10340,Jax
NA,Gm10352,Jax
NA,Gm10354,Jax
NA,Gm10357,Jax
NA,Gm10375,Jax
NA,Gm10377,Jax
NA,Gm10406,Jax
NA,Gm10408,Jax
NA,Gm10413,Jax
NA,Gm10424,Jax
NA,Gm10436,Jax
NA,Gm10439,Jax
NA,Gm10471,Jax
NA,Gm10477,Jax
NA,Gm10486,Jax
NA,Gm10487,Jax
NA,Gm10488,Jax
NA,Gm10573,Jax
NA,Gm10634,Jax
NA,Gm10651,Jax
NA,Gm10662,Jax
NA,Gm10665,Jax
NA,Gm10666,Jax
NA,Gm10668,Jax
NA,Gm10670,Jax
NA,Gm10681,Jax
NA,Gm10696,Jax
NA,Gm10697,Jax
NA,Gm10705,Jax
NA,Gm10778,Jax
NA,Gm10913,Jax
NA,Gm10916,Jax
NA,Gm1096,Jax
NA,Gm1110,Jax
NA,Gm11100,Jax
NA,Gm1123,Jax
NA,Gm11236,Jax
NA,Gm11237,Jax
NA,Gm11238,Jax
NA,Gm11239,Jax
NA,Gm11397,Jax
NA,Gm1140,Jax
NA,Gm11425,Jax
NA,Gm11487,Jax
NA,Gm11543,Jax
NA,Gm11544,Jax
NA,Gm11545,Jax
NA,Gm11546,Jax
NA,Gm11559,Jax
NA,Gm11565,Jax
NA,Gm11757,Jax
NA,Gm11758,Jax
NA,Gm11780,Jax
NA,Gm11810,Jax
NA,Gm11964,Jax
NA,Gm12169,Jax
NA,Gm12185,Jax
NA,Gm12250,Jax
NA,Gm12253,Jax
NA,Gm12447,Jax
NA,Gm12508,Jax
NA,Gm12588,Jax
NA,Gm12854,Jax
NA,Gm12873,Jax
NA,Gm12880,Jax
NA,Gm12886,Jax
NA,Gm12887,Jax
NA,Gm12888,Jax
NA,Gm13023,Jax
NA,Gm13035,Jax
NA,Gm13040,Jax
NA,Gm13043,Jax
NA,Gm13057,Jax
NA,Gm13078,Jax
NA,Gm13083,Jax
NA,Gm13084,Jax
NA,Gm13088,Jax
NA,Gm13092,Jax
NA,Gm13102,Jax
NA,Gm13103,Jax
NA,Gm13119,Jax
NA,Gm13124,Jax
NA,Gm13128,Jax
NA,Gm13144,Jax
NA,Gm13149,Jax
NA,Gm13178,Jax
NA,Gm13194,Jax
NA,Gm13201,Jax
NA,Gm13213,Jax
NA,Gm13229,Jax
NA,Gm13249,Jax
NA,Gm13271,Jax
NA,Gm13272,Jax
NA,Gm13275,Jax
NA,Gm13276,Jax
NA,Gm13277,Jax
NA,Gm13278,Jax
NA,Gm13279,Jax
NA,Gm13283,Jax
NA,Gm13285,Jax
NA,Gm13286,Jax
NA,Gm13287,Jax
NA,Gm13288,Jax
NA,Gm13289,Jax
NA,Gm13290,Jax
NA,Gm13342,Jax
NA,Gm13420,Jax
NA,Gm13430,Jax
NA,Gm13547,Jax
NA,Gm13570,Jax
NA,Gm13769,Jax
NA,Gm13871,Jax
NA,Gm13942,Jax
NA,Gm14036,Jax
NA,Gm14124,Jax
NA,Gm14129,Jax
NA,Gm14139,Jax
NA,Gm14147,Jax
NA,Gm14151,Jax
NA,Gm14288,Jax
NA,Gm14295,Jax
NA,Gm14438,Jax
NA,Gm14440,Jax
NA,Gm14459,Jax
NA,Gm14496,Jax
NA,Gm14525,Jax
NA,Gm14569,Jax
NA,Gm14590,Jax
NA,Gm14594,Jax
NA,Gm14595,Jax
NA,Gm14596,Jax
NA,Gm14597,Jax
NA,Gm14598,Jax
NA,Gm14625,Jax
NA,Gm14632,Jax
NA,Gm14685,Jax
NA,Gm14692,Jax
NA,Gm14725,Jax
NA,Gm14743,Jax
NA,Gm14744,Jax
NA,Gm14819,Jax
NA,Gm14851,Jax
NA,Gm14925,Jax
NA,Gm15023,Jax
NA,Gm15056,Jax
NA,Gm15080,Jax
NA,Gm15085,Jax
NA,Gm15091,Jax
NA,Gm15093,Jax
NA,Gm15097,Jax
NA,Gm15104,Jax
NA,Gm15107,Jax
NA,Gm15114,Jax
NA,Gm15127,Jax
NA,Gm15128,Jax
NA,Gm15140,Jax
NA,Gm15142,Jax
NA,Gm15143,Jax
NA,Gm1527,Jax
NA,Gm15292,Jax
NA,Gm15293,Jax
NA,Gm15319,Jax
NA,Gm15363,Jax
NA,Gm15433,Jax
NA,Gm15466,Jax
NA,Gm15483,Jax
NA,Gm15583,Jax
NA,Gm156,Jax
NA,Gm15793,Jax
NA,Gm15807,Jax
NA,Gm15854,Jax
NA,Gm16367,Jax
NA,Gm16381,Jax
NA,Gm16404,Jax
NA,Gm16405,Jax
NA,Gm16427,Jax
NA,Gm16428,Jax
NA,Gm16429,Jax
NA,Gm16430,Jax
NA,Gm16441,Jax
NA,Gm16442,Jax
NA,Gm16445,Jax
NA,Gm16451,Jax
NA,Gm16500,Jax
NA,Gm16506,Jax
NA,Gm16513,Jax
NA,Gm1673,Jax
NA,Gm17019,Jax
NA,Gm17027,Jax
NA,Gm17078,Jax
NA,Gm17079,Jax
NA,Gm17093,Jax
NA,Gm17167,Jax
NA,Gm17174,Jax
NA,Gm17188,Jax
NA,Gm17657,Jax
NA,Gm17660,Jax
NA,Gm17783,Jax
NA,Gm18905,Jax
NA,Gm19410,Jax
NA,Gm1966,Jax
NA,Gm1979,Jax
NA,Gm1988,Jax
NA,Gm1993,Jax
NA,Gm2001,Jax
NA,Gm2003,Jax
NA,Gm2005,Jax
NA,Gm20094,Jax
NA,Gm2012,Jax
NA,Gm20153,Jax
NA,Gm2016,Jax
NA,Gm2022,Jax
NA,Gm2030,Jax
NA,Gm2036,Jax
NA,Gm2042,Jax
NA,Gm2046,Jax
NA,Gm20736,Jax
NA,Gm20737,Jax
NA,Gm20738,Jax
NA,Gm20747,Jax
NA,Gm20765,Jax
NA,Gm20772,Jax
NA,Gm20773,Jax
NA,Gm20777,Jax
NA,Gm20783,Jax
NA,Gm20792,Jax
NA,Gm20793,Jax
NA,Gm20795,Jax
NA,Gm20806,Jax
NA,Gm20807,Jax
NA,Gm20809,Jax
NA,Gm20815,Jax
NA,Gm20816,Jax
NA,Gm20817,Jax
NA,Gm20819,Jax
NA,Gm20820,Jax
NA,Gm20822,Jax
NA,Gm20823,Jax
NA,Gm20826,Jax
NA,Gm20827,Jax
NA,Gm20828,Jax
NA,Gm20831,Jax
NA,Gm20833,Jax
NA,Gm20836,Jax
NA,Gm20837,Jax
NA,Gm20838,Jax
NA,Gm20842,Jax
NA,Gm20845,Jax
NA,Gm20850,Jax
NA,Gm20851,Jax
NA,Gm20852,Jax
NA,Gm20854,Jax
NA,Gm20865,Jax
NA,Gm20867,Jax
NA,Gm20869,Jax
NA,Gm20870,Jax
NA,Gm20873,Jax
NA,Gm20877,Jax
NA,Gm20878,Jax
NA,Gm20879,Jax
NA,Gm20898,Jax
NA,Gm20903,Jax
NA,Gm20904,Jax
NA,Gm20906,Jax
NA,Gm20907,Jax
NA,Gm20908,Jax
NA,Gm20910,Jax
NA,Gm20916,Jax
NA,Gm20917,Jax
NA,Gm20921,Jax
NA,Gm20922,Jax
NA,Gm20928,Jax
NA,Gm20929,Jax
NA,Gm20931,Jax
NA,Gm20934,Jax
NA,Gm2102,Jax
NA,Gm21094,Jax
NA,Gm21095,Jax
NA,Gm21110,Jax
NA,Gm21118,Jax
NA,Gm21119,Jax
NA,Gm21129,Jax
NA,Gm21136,Jax
NA,Gm21149,Jax
NA,Gm21162,Jax
NA,Gm21173,Jax
NA,Gm21180,Jax
NA,Gm21190,Jax
NA,Gm21242,Jax
NA,Gm21245,Jax
NA,Gm21248,Jax
NA,Gm21256,Jax
NA,Gm21258,Jax
NA,Gm21271,Jax
NA,Gm2128,Jax
NA,Gm21292,Jax
NA,Gm21293,Jax
NA,Gm21294,Jax
NA,Gm21297,Jax
NA,Gm21304,Jax
NA,Gm21310,Jax
NA,Gm21312,Jax
NA,Gm21317,Jax
NA,Gm21319,Jax
NA,Gm21350,Jax
NA,Gm21366,Jax
NA,Gm21379,Jax
NA,Gm21404,Jax
NA,Gm21409,Jax
NA,Gm21425,Jax
NA,Gm21440,Jax
NA,Gm21451,Jax
NA,Gm21454,Jax
NA,Gm21497,Jax
NA,Gm21559,Jax
NA,Gm21571,Jax
NA,Gm21586,Jax
NA,Gm21596,Jax
NA,Gm21658,Jax
NA,Gm21660,Jax
NA,Gm21663,Jax
NA,Gm21671,Jax
NA,Gm21672,Jax
NA,Gm21673,Jax
NA,Gm21677,Jax
NA,Gm21678,Jax
NA,Gm21680,Jax
NA,Gm21683,Jax
NA,Gm21693,Jax
NA,Gm21698,Jax
NA,Gm21704,Jax
NA,Gm21708,Jax
NA,Gm21719,Jax
NA,Gm21720,Jax
NA,Gm21722,Jax
NA,Gm21724,Jax
NA,Gm21733,Jax
NA,Gm21734,Jax
NA,Gm21735,Jax
NA,Gm21739,Jax
NA,Gm21740,Jax
NA,Gm21745,Jax
NA,Gm21749,Jax
NA,Gm21751,Jax
NA,Gm21752,Jax
NA,Gm21753,Jax
NA,Gm21755,Jax
NA,Gm21757,Jax
NA,Gm21758,Jax
NA,Gm21760,Jax
NA,Gm21763,Jax
NA,Gm21765,Jax
NA,Gm21766,Jax
NA,Gm21768,Jax
NA,Gm21771,Jax
NA,Gm21774,Jax
NA,Gm21777,Jax
NA,Gm21778,Jax
NA,Gm21779,Jax
NA,Gm21782,Jax
NA,Gm21783,Jax
NA,Gm21785,Jax
NA,Gm21787,Jax
NA,Gm21790,Jax
NA,Gm21791,Jax
NA,Gm21792,Jax
NA,Gm21795,Jax
NA,Gm21796,Jax
NA,Gm21799,Jax
NA,Gm21802,Jax
NA,Gm21803,Jax
NA,Gm21804,Jax
NA,Gm21805,Jax
NA,Gm21808,Jax
NA,Gm21810,Jax
NA,Gm21812,Jax
NA,Gm21813,Jax
NA,Gm21815,Jax
NA,Gm21819,Jax
NA,Gm21823,Jax
NA,Gm21825,Jax
NA,Gm21826,Jax
NA,Gm21829,Jax
NA,Gm21832,Jax
NA,Gm21835,Jax
NA,Gm21838,Jax
NA,Gm21843,Jax
NA,Gm21845,Jax
NA,Gm21849,Jax
NA,Gm21851,Jax
NA,Gm21854,Jax
NA,Gm21855,Jax
NA,Gm21856,Jax
NA,Gm21858,Jax
NA,Gm21861,Jax
NA,Gm21864,Jax
NA,Gm21868,Jax
NA,Gm21869,Jax
NA,Gm21871,Jax
NA,Gm21872,Jax
NA,Gm21873,Jax
NA,Gm21875,Jax
NA,Gm21877,Jax
NA,Gm21879,Jax
NA,Gm21880,Jax
NA,Gm21881,Jax
NA,Gm21885,Jax
NA,Gm21890,Jax
NA,Gm21894,Jax
NA,Gm21895,Jax
NA,Gm21896,Jax
NA,Gm21898,Jax
NA,Gm21899,Jax
NA,Gm21902,Jax
NA,Gm21906,Jax
NA,Gm21907,Jax
NA,Gm21908,Jax
NA,Gm21910,Jax
NA,Gm21912,Jax
NA,Gm21918,Jax
NA,Gm21919,Jax
NA,Gm21922,Jax
NA,Gm21936,Jax
NA,Gm21943,Jax
NA,Gm21953,Jax
NA,Gm21977,Jax
NA,Gm21996,Jax
NA,Gm2244,Jax
NA,Gm2411,Jax
NA,Gm2423,Jax
NA,Gm2427,Jax
NA,Gm2436,Jax
NA,Gm2446,Jax
NA,Gm266,Jax
NA,Gm2663,Jax
NA,Gm2666,Jax
NA,Gm26919,Jax
NA,Gm272,Jax
NA,Gm28093,Jax
NA,Gm28098,Jax
NA,Gm281,Jax
NA,Gm28102,Jax
NA,Gm28107,Jax
NA,Gm28125,Jax
NA,Gm28171,Jax
NA,Gm28211,Jax
NA,Gm28234,Jax
NA,Gm28243,Jax
NA,Gm28247,Jax
NA,Gm28337,Jax
NA,Gm28350,Jax
NA,Gm28353,Jax
NA,Gm28371,Jax
NA,Gm28423,Jax
NA,Gm28446,Jax
NA,Gm28455,Jax
NA,Gm28459,Jax
NA,Gm28471,Jax
NA,Gm28480,Jax
NA,Gm28489,Jax
NA,Gm28504,Jax
NA,Gm28510,Jax
NA,Gm28533,Jax
NA,Gm28576,Jax
NA,Gm28603,Jax
NA,Gm28637,Jax
NA,Gm28645,Jax
NA,Gm28658,Jax
NA,Gm28671,Jax
NA,Gm28678,Jax
NA,Gm28700,Jax
NA,Gm28710,Jax
NA,Gm28770,Jax
NA,Gm28776,Jax
NA,Gm28780,Jax
NA,Gm28790,Jax
NA,Gm28814,Jax
NA,Gm28827,Jax
NA,Gm28843,Jax
NA,Gm28859,Jax
NA,Gm28870,Jax
NA,Gm28879,Jax
NA,Gm2888,Jax
NA,Gm28897,Jax
NA,Gm28907,Jax
NA,Gm28936,Jax
NA,Gm28961,Jax
NA,Gm2897,Jax
NA,Gm28998,Jax
NA,Gm29002,Jax
NA,Gm29024,Jax
NA,Gm29029,Jax
NA,Gm29109,Jax
NA,Gm29110,Jax
NA,Gm29115,Jax
NA,Gm29120,Jax
NA,Gm29258,Jax
NA,Gm29276,Jax
NA,Gm29280,Jax
NA,Gm29299,Jax
NA,Gm29300,Jax
NA,Gm29317,Jax
NA,Gm29330,Jax
NA,Gm29377,Jax
NA,Gm29391,Jax
NA,Gm29401,Jax
NA,Gm29411,Jax
NA,Gm29413,Jax
NA,Gm29420,Jax
NA,Gm29424,Jax
NA,Gm29476,Jax
NA,Gm29546,Jax
NA,Gm29554,Jax
NA,Gm29564,Jax
NA,Gm29573,Jax
NA,Gm29577,Jax
NA,Gm29582,Jax
NA,Gm29586,Jax
NA,Gm29627,Jax
NA,Gm29639,Jax
NA,Gm29647,Jax
NA,Gm29673,Jax
NA,Gm29719,Jax
NA,Gm29721,Jax
NA,Gm29731,Jax
NA,Gm29734,Jax
NA,Gm2974,Jax
NA,Gm29740,Jax
NA,Gm29753,Jax
NA,Gm29758,Jax
NA,Gm29776,Jax
NA,Gm29779,Jax
NA,Gm29795,Jax
NA,Gm29797,Jax
NA,Gm29804,Jax
NA,Gm29825,Jax
NA,Gm29866,Jax
NA,Gm29964,Jax
NA,Gm29983,Jax
NA,Gm30079,Jax
NA,Gm30175,Jax
NA,Gm30191,Jax
NA,Gm30289,Jax
NA,Gm3029,Jax
NA,Gm30291,Jax
NA,Gm30302,Jax
NA,Gm30312,Jax
NA,Gm3043,Jax
NA,Gm3045,Jax
NA,Gm3047,Jax
NA,Gm30502,Jax
NA,Gm30598,Jax
NA,Gm30638,Jax
NA,Gm3072,Jax
NA,Gm30737,Jax
NA,Gm30858,Jax
NA,Gm3095,Jax
NA,Gm3099,Jax
NA,Gm31035,Jax
NA,Gm3106,Jax
NA,Gm3115,Jax
NA,Gm31160,Jax
NA,Gm31186,Jax
NA,Gm31193,Jax
NA,Gm3127,Jax
NA,Gm31287,Jax
NA,Gm31309,Jax
NA,Gm31332,Jax
NA,Gm31335,Jax
NA,Gm31371,Jax
NA,Gm3139,Jax
NA,Gm3141,Jax
NA,Gm31444,Jax
NA,Gm31464,Jax
NA,Gm3147,Jax
NA,Gm3149,Jax
NA,Gm31511,Jax
NA,Gm31571,Jax
NA,Gm31572,Jax
NA,Gm3159,Jax
NA,Gm31635,Jax
NA,Gm3164,Jax
NA,Gm31662,Jax
NA,Gm31694,Jax
NA,Gm3173,Jax
NA,Gm3182,Jax
NA,Gm31827,Jax
NA,Gm3183,Jax
NA,Gm31895,Jax
NA,Gm3194,Jax
NA,Gm32056,Jax
NA,Gm3239,Jax
NA,Gm32419,Jax
NA,Gm32472,Jax
NA,Gm3248,Jax
NA,Gm3252,Jax
NA,Gm3259,Jax
NA,Gm3264,Jax
NA,Gm3269,Jax
NA,Gm32717,Jax
NA,Gm32742,Jax
NA,Gm3278,Jax
NA,Gm32802,Jax
NA,Gm3286,Jax
NA,Gm32863,Jax
NA,Gm32916,Jax
NA,Gm32966,Jax
NA,Gm3317,Jax
NA,Gm3325,Jax
NA,Gm3327,Jax
NA,Gm33328,Jax
NA,Gm3336,Jax
NA,Gm33375,Jax
NA,Gm33383,Jax
NA,Gm33571,Jax
NA,Gm33700,Jax
NA,Gm3376,Jax
NA,Gm33778,Jax
NA,Gm33825,Jax
NA,Gm3383,Jax
NA,Gm33879,Jax
NA,Gm33962,Jax
NA,Gm33985,Jax
NA,Gm34015,Jax
NA,Gm3402,Jax
NA,Gm3404,Jax
NA,Gm3409,Jax
NA,Gm34092,Jax
NA,Gm3411,Jax
NA,Gm3415,Jax
NA,Gm3424,Jax
NA,Gm34243,Jax
NA,Gm34273,Jax
NA,Gm34303,Jax
NA,Gm3435,Jax
NA,Gm34521,Jax
NA,Gm3453,Jax
NA,Gm34653,Jax
NA,Gm3468,Jax
NA,Gm3470,Jax
NA,Gm3476,Jax
NA,Gm34768,Jax
NA,Gm34815,Jax
NA,Gm3488,Jax
NA,Gm34962,Jax
NA,Gm3500,Jax
NA,Gm35060,Jax
NA,Gm35083,Jax
NA,Gm35134,Jax
NA,Gm35185,Jax
NA,Gm35315,Jax
NA,Gm35339,Jax
NA,Gm35508,Jax
NA,Gm3558,Jax
NA,Gm35586,Jax
NA,Gm35773,Jax
NA,Gm35843,Jax
NA,Gm3594,Jax
NA,Gm36028,Jax
NA,Gm3604,Jax
NA,Gm36047,Jax
NA,Gm36049,Jax
NA,Gm36068,Jax
NA,Gm36079,Jax
NA,Gm36176,Jax
NA,Gm36202,Jax
NA,Gm36210,Jax
NA,Gm36323,Jax
NA,Gm3636,Jax
NA,Gm36398,Jax
NA,Gm3642,Jax
NA,Gm36468,Jax
NA,Gm36627,Jax
NA,Gm3667,Jax
NA,Gm36718,Jax
NA,Gm36728,Jax
NA,Gm36789,Jax
NA,Gm3685,Jax
NA,Gm36864,Jax
NA,Gm36866,Jax
NA,Gm3696,Jax
NA,Gm3727,Jax
NA,Gm378,Jax
NA,Gm382,Jax
NA,Gm38418,Jax
NA,Gm38422,Jax
NA,Gm38423,Jax
NA,Gm38425,Jax
NA,Gm38434,Jax
NA,Gm38445,Jax
NA,Gm38481,Jax
NA,Gm38495,Jax
NA,Gm38523,Jax
NA,Gm4027,Jax
NA,Gm4064,Jax
NA,Gm4070,Jax
NA,Gm4131,Jax
NA,Gm4133,Jax
NA,Gm4141,Jax
NA,Gm4175,Jax
NA,Gm4177,Jax
NA,Gm4187,Jax
NA,Gm4201,Jax
NA,Gm4214,Jax
NA,Gm4216,Jax
NA,Gm4275,Jax
NA,Gm428,Jax
NA,Gm4297,Jax
NA,Gm4301,Jax
NA,Gm4302,Jax
NA,Gm4303,Jax
NA,Gm4305,Jax
NA,Gm4307,Jax
NA,Gm4312,Jax
NA,Gm4340,Jax
NA,Gm436,Jax
NA,Gm438,Jax
NA,Gm44,Jax
NA,Gm4425,Jax
NA,Gm4450,Jax
NA,Gm44501,Jax
NA,Gm4454,Jax
NA,Gm4498,Jax
NA,Gm4513,Jax
NA,Gm4565,Jax
NA,Gm4567,Jax
NA,Gm4581,Jax
NA,Gm4705,Jax
NA,Gm4756,Jax
NA,Gm4787,Jax
NA,Gm4832,Jax
NA,Gm4836,Jax
NA,Gm4846,Jax
NA,Gm4847,Jax
NA,Gm4858,Jax
NA,Gm4868,Jax
NA,Gm4869,Jax
NA,Gm4871,Jax
NA,Gm4887,Jax
NA,Gm4910,Jax
NA,Gm4922,Jax
NA,Gm4925,Jax
NA,Gm4952,Jax
NA,Gm4963,Jax
NA,Gm4969,Jax
NA,Gm4981,Jax
NA,Gm4984,Jax
NA,Gm4988,Jax
NA,Gm5114,Jax
NA,Gm5123,Jax
NA,Gm5127,Jax
NA,Gm5128,Jax
NA,Gm5134,Jax
NA,Gm5141,Jax
NA,Gm5142,Jax
NA,Gm5148,Jax
NA,Gm5150,Jax
NA,Gm5155,Jax
NA,Gm5157,Jax
NA,Gm5168,Jax
NA,Gm5169,Jax
NA,Gm5174,Jax
NA,Gm5346,Jax
NA,Gm5347,Jax
NA,Gm5373,Jax
NA,Gm5415,Jax
NA,Gm5445,Jax
NA,Gm5453,Jax
NA,Gm5458,Jax
NA,Gm5481,Jax
NA,Gm5528,Jax
NA,Gm5538,Jax
NA,Gm5565,Jax
NA,Gm5591,Jax
NA,Gm5592,Jax
NA,Gm5621,Jax
NA,Gm5622,Jax
NA,Gm5639,Jax
NA,Gm5640,Jax
NA,Gm5645,Jax
NA,Gm5646,Jax
NA,Gm5662,Jax
NA,Gm5709,Jax
NA,Gm5725,Jax
NA,Gm5726,Jax
NA,Gm5728,Jax
NA,Gm5737,Jax
NA,Gm5751,Jax
NA,Gm5755,Jax
NA,Gm5767,Jax
NA,Gm5771,Jax
NA,Gm5795,Jax
NA,Gm5796,Jax
NA,Gm5797,Jax
NA,Gm5800,Jax
NA,Gm5805,Jax
NA,Gm5848,Jax
NA,Gm5862,Jax
NA,Gm5885,Jax
NA,Gm5891,Jax
NA,Gm5908,Jax
NA,Gm5915,Jax
NA,Gm5934,Jax
NA,Gm5935,Jax
NA,Gm5936,Jax
NA,Gm5938,Jax
NA,Gm5945,Jax
NA,Gm5947,Jax
NA,Gm595,Jax
NA,Gm5978,Jax
NA,Gm6003,Jax
NA,Gm6038,Jax
NA,Gm6040,Jax
NA,Gm609,Jax
NA,Gm6121,Jax
NA,Gm6124,Jax
NA,Gm6164,Jax
NA,Gm6176,Jax
NA,Gm6264,Jax
NA,Gm6293,Jax
NA,Gm6309,Jax
NA,Gm6337,Jax
NA,Gm6346,Jax
NA,Gm6348,Jax
NA,Gm6351,Jax
NA,Gm6370,Jax
NA,Gm6377,Jax
NA,Gm6408,Jax
NA,Gm6436,Jax
NA,Gm6460,Jax
NA,Gm6482,Jax
NA,Gm6502,Jax
NA,Gm6523,Jax
NA,Gm6551,Jax
NA,Gm6557,Jax
NA,Gm6558,Jax
NA,Gm6569,Jax
NA,Gm6570,Jax
NA,Gm6583,Jax
NA,Gm6588,Jax
NA,Gm6592,Jax
NA,Gm6600,Jax
NA,Gm6605,Jax
NA,Gm6614,Jax
NA,Gm6619,Jax
NA,Gm6657,Jax
NA,Gm6660,Jax
NA,Gm6664,Jax
NA,Gm6673,Jax
NA,Gm6686,Jax
NA,Gm6713,Jax
NA,Gm6729,Jax
NA,Gm6744,Jax
NA,Gm6750,Jax
NA,Gm6760,Jax
NA,Gm6763,Jax
NA,Gm6797,Jax
NA,Gm6812,Jax
NA,Gm6818,Jax
NA,Gm6833,Jax
NA,Gm6866,Jax
NA,Gm6880,Jax
NA,Gm6890,Jax
NA,Gm6897,Jax
NA,Gm6902,Jax
NA,Gm6958,Jax
NA,Gm6988,Jax
NA,Gm7094,Jax
NA,Gm7133,Jax
NA,Gm7135,Jax
NA,Gm7168,Jax
NA,Gm7206,Jax
NA,Gm725,Jax
NA,Gm732,Jax
NA,Gm7347,Jax
NA,Gm7356,Jax
NA,Gm7358,Jax
NA,Gm7361,Jax
NA,Gm7429,Jax
NA,Gm7534,Jax
NA,Gm7609,Jax
NA,Gm765,Jax
NA,Gm7664,Jax
NA,Gm7697,Jax
NA,Gm773,Jax
NA,Gm7792,Jax
NA,Gm7827,Jax
NA,Gm7849,Jax
NA,Gm7861,Jax
NA,Gm7903,Jax
NA,Gm7931,Jax
NA,Gm7945,Jax
NA,Gm7950,Jax
NA,Gm7951,Jax
NA,Gm7954,Jax
NA,Gm7958,Jax
NA,Gm7969,Jax
NA,Gm7970,Jax
NA,Gm7971,Jax
NA,Gm7972,Jax
NA,Gm7978,Jax
NA,Gm7980,Jax
NA,Gm7982,Jax
NA,Gm7995,Jax
NA,Gm8005,Jax
NA,Gm8020,Jax
NA,Gm8024,Jax
NA,Gm8032,Jax
NA,Gm8050,Jax
NA,Gm8062,Jax
NA,Gm8068,Jax
NA,Gm8082,Jax
NA,Gm8094,Jax
NA,Gm8127,Jax
NA,Gm8159,Jax
NA,Gm8165,Jax
NA,Gm8210,Jax
NA,Gm8212,Jax
NA,Gm8213,Jax
NA,Gm8220,Jax
NA,Gm8229,Jax
NA,Gm8232,Jax
NA,Gm8246,Jax
NA,Gm8247,Jax
NA,Gm8251,Jax
NA,Gm8256,Jax
NA,Gm8267,Jax
NA,Gm8271,Jax
NA,Gm8290,Jax
NA,Gm8297,Jax
NA,Gm8298,Jax
NA,Gm8300,Jax
NA,Gm8359,Jax
NA,Gm8430,Jax
NA,Gm8453,Jax
NA,Gm853,Jax
NA,Gm8556,Jax
NA,Gm8587,Jax
NA,Gm8600,Jax
NA,Gm8618,Jax
NA,Gm8653,Jax
NA,Gm8660,Jax
NA,Gm8672,Jax
NA,Gm8674,Jax
NA,Gm8677,Jax
NA,Gm8693,Jax
NA,Gm8700,Jax
NA,Gm8708,Jax
NA,Gm8720,Jax
NA,Gm8764,Jax
NA,Gm8765,Jax
NA,Gm884,Jax
NA,Gm8978,Jax
NA,Gm9,Jax
NA,Gm904,Jax
NA,Gm9040,Jax
NA,Gm9044,Jax
NA,Gm9045,Jax
NA,Gm9046,Jax
NA,Gm9048,Jax
NA,Gm9049,Jax
NA,Gm906,Jax
NA,Gm9107,Jax
NA,Gm9119,Jax
NA,Gm9125,Jax
NA,Gm9133,Jax
NA,Gm9195,Jax
NA,Gm9229,Jax
NA,Gm9234,Jax
NA,Gm9257,Jax
NA,Gm9271,Jax
NA,Gm9457,Jax
NA,Gm9493,Jax
NA,Gm9495,Jax
NA,Gm9602,Jax
NA,Gm9603,Jax
NA,Gm9733,Jax
NA,Gm9736,Jax
NA,Gm9758,Jax
NA,Gm9780,Jax
NA,Gm9831,Jax
NA,Gm9836,Jax
NA,Gm9839,Jax
NA,Gpihbp1,Jax
NA,Gpr141b,Jax
NA,Gpr165,Jax
NA,Gprasp2,Jax
NA,Gramd1c,Jax
NA,Grifin,Jax
NA,Gsta4,Jax
NA,Gstm3,Jax
NA,Gstm6,Jax
NA,Gstp3,Jax
NA,Gstt1,Jax
NA,Gstt3,Jax
NA,Gstt4,Jax
NA,Gtf2ird2,Jax
NA,Gtsf2,Jax
NA,Gucy1b2,Jax
NA,Gucy2d,Jax
NA,Gucy2g,Jax
NA,Gulo,Jax
NA,Gvin1,Jax
NA,Gzmc,Jax
NA,Gzmn,Jax
NA,H2-Eb2,Jax
NA,H2-M1,Jax
NA,H2-M10.1,Jax
NA,H2-M10.2,Jax
NA,H2-M10.3,Jax
NA,H2-M10.4,Jax
NA,H2-M10.5,Jax
NA,H2-M10.6,Jax
NA,H2-M11,Jax
NA,H2-M2,Jax
NA,H2-M5,Jax
NA,H2-M9,Jax
NA,H2-T22,Jax
NA,H2-T24,Jax
NA,H2-T3,Jax
NA,H60b,Jax
NA,H60c,Jax
NA,Hamp,Jax
NA,Hamp2,Jax
NA,Havcr1,Jax
NA,Hdgfl1,Jax
